rc_study_id,BioProject,organism,Run,complete
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562903,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562904,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562905,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562906,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562907,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562908,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562909,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562910,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562911,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562912,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562913,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562914,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562915,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562916,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562917,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562918,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562919,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562920,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562921,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562922,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562923,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562924,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562925,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562926,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562927,TRUE
GSE61012,PRJNA260073,Saccharomyces cerevisiae,SRR1562928,TRUE
GSE93830,PRJNA362545,Saccharomyces cerevisiae,SRR5188591,TRUE
GSE93830,PRJNA362545,Saccharomyces cerevisiae,SRR5188594,TRUE
GSE93830,PRJNA362545,Saccharomyces cerevisiae,SRR5188597,TRUE
GSE93830,PRJNA362545,Saccharomyces cerevisiae,SRR5188600,TRUE
GSE93830,PRJNA362545,Saccharomyces cerevisiae,SRR5188601,TRUE
GSE93830,PRJNA362545,Saccharomyces cerevisiae,SRR5188602,TRUE
GSE93830,PRJNA362545,Saccharomyces cerevisiae,SRR5188605,TRUE
GSE93830,PRJNA362545,Saccharomyces cerevisiae,SRR5188606,TRUE
GSE93830,PRJNA362545,Saccharomyces cerevisiae,SRR5188609,TRUE
GSE93830,PRJNA362545,Saccharomyces cerevisiae,SRR5188610,TRUE
GSE93830,PRJNA362545,Saccharomyces cerevisiae,SRR5188613,TRUE
GSE93830,PRJNA362545,Saccharomyces cerevisiae,SRR5188614,TRUE
GSE93830,PRJNA362545,Saccharomyces cerevisiae,SRR5188617,TRUE
GSE93830,PRJNA362545,Saccharomyces cerevisiae,SRR5188618,TRUE
GSE93830,PRJNA362545,Saccharomyces cerevisiae,SRR5188621,TRUE
GSE93830,PRJNA362545,Saccharomyces cerevisiae,SRR5188622,TRUE
GSE93830,PRJNA362545,Saccharomyces cerevisiae,SRR5188625,TRUE
GSE93830,PRJNA362545,Saccharomyces cerevisiae,SRR5188626,TRUE
GSE93830,PRJNA362545,Saccharomyces cerevisiae,SRR5188627,TRUE
GSE93830,PRJNA362545,Saccharomyces cerevisiae,SRR5188628,TRUE
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1223686,TRUE
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1223687,TRUE
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1223688,TRUE
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1223697,TRUE
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1223698,TRUE
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1223699,TRUE
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1288391,TRUE
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1288392,TRUE
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1288393,TRUE
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1288394,TRUE
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1288395,TRUE
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1288396,TRUE
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1288400,TRUE
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1288401,TRUE
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1288402,TRUE
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1288403,TRUE
GSE56622,PRJNA244101,Saccharomyces cerevisiae,SRR1288404,TRUE
GSE51532,PRJNA223423,Saccharomyces cerevisiae,SRR1015436,TRUE
GSE51532,PRJNA223423,Saccharomyces cerevisiae,SRR1015437,TRUE
GSE51532,PRJNA223423,Saccharomyces cerevisiae,SRR1015438,TRUE
GSE51532,PRJNA223423,Saccharomyces cerevisiae,SRR1015439,TRUE
GSE51532,PRJNA223423,Saccharomyces cerevisiae,SRR1015440,TRUE
GSE51532,PRJNA223423,Saccharomyces cerevisiae,SRR1015441,TRUE
GSE51532,PRJNA223423,Saccharomyces cerevisiae,SRR1654492,TRUE
GSE51532,PRJNA223423,Saccharomyces cerevisiae,SRR1654493,TRUE
GSE51532,PRJNA223423,Saccharomyces cerevisiae,SRR1654494,TRUE
GSE52119,PRJNA213844,Saccharomyces cerevisiae,SRR948553,TRUE
GSE52119,PRJNA213844,Saccharomyces cerevisiae,SRR948555,TRUE
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046309,TRUE
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046310,TRUE
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046311,TRUE
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046312,TRUE
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046313,TRUE
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046314,TRUE
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046315,TRUE
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046316,TRUE
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046317,TRUE
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046318,TRUE
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046319,TRUE
GSE69414,PRJNA285458,Saccharomyces cerevisiae,SRR2046320,TRUE
GSE81269,PRJNA321151,Saccharomyces cerevisiae,SRR3493886,TRUE
GSE81269,PRJNA321151,Saccharomyces cerevisiae,SRR3493887,TRUE
GSE81269,PRJNA321151,Saccharomyces cerevisiae,SRR3493890,TRUE
GSE81269,PRJNA321151,Saccharomyces cerevisiae,SRR3493891,TRUE
GSE81269,PRJNA321151,Saccharomyces cerevisiae,SRR3493894,TRUE
GSE81269,PRJNA321151,Saccharomyces cerevisiae,SRR3493895,TRUE
GSE81269,PRJNA321151,Saccharomyces cerevisiae,SRR3493898,TRUE
GSE81269,PRJNA321151,Saccharomyces cerevisiae,SRR3493900,TRUE
GSE81269,PRJNA321151,Saccharomyces cerevisiae,SRR3493902,TRUE
GSE81269,PRJNA321151,Saccharomyces cerevisiae,SRR3493903,TRUE
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035008,TRUE
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035009,TRUE
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035010,TRUE
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035014,TRUE
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035015,TRUE
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035016,TRUE
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035020,TRUE
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035021,TRUE
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035022,TRUE
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035026,TRUE
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035027,TRUE
GSE85686,PRJNA339062,Saccharomyces cerevisiae,SRR4035028,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766382,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766383,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766384,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766385,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766386,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766387,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766388,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766389,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766390,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766391,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766392,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766393,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766394,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766395,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766396,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766397,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766398,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766399,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766400,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766401,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766402,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766403,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766404,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766405,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766406,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766407,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766408,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766409,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766410,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766411,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766412,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766413,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766414,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766415,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766416,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766417,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766418,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766419,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766420,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766421,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766422,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766423,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766424,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766425,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766426,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766427,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766428,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766429,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766430,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766431,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766432,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766433,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766434,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766435,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766436,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766437,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766438,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766439,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766440,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766441,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766442,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766443,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766444,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766445,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766446,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766447,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766448,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766449,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766450,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766451,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766452,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766453,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766454,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766455,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766456,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766457,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766458,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766459,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766460,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766461,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766462,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766463,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766464,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766465,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766466,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766467,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766468,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766469,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766470,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766471,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766472,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766473,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766474,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766475,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766476,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766477,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766478,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766479,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766480,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766481,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766482,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766483,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766484,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766485,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766486,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766487,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766488,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766489,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766490,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766491,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766492,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766493,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766494,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766495,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766496,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766497,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766498,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766499,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766500,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766501,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766502,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766503,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766504,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766505,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766506,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766507,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR5766508,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR6075747,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR6075748,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR6075749,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR6075750,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR6075751,TRUE
GSE100626,PRJNA392312,Saccharomyces cerevisiae,SRR6075752,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520311,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520312,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520313,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520314,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520315,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520316,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520317,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520318,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520319,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520320,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520321,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520322,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520323,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520324,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520325,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520326,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520327,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520328,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520329,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520330,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520331,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520332,TRUE
GSE59573,PRJNA255669,Saccharomyces cerevisiae,SRR1520333,TRUE
GSE87614,PRJNA345383,Saccharomyces cerevisiae,SRR4343385,TRUE
GSE87614,PRJNA345383,Saccharomyces cerevisiae,SRR4343386,TRUE
GSE87614,PRJNA345383,Saccharomyces cerevisiae,SRR4343387,TRUE
GSE87614,PRJNA345383,Saccharomyces cerevisiae,SRR4343388,TRUE
GSE87614,PRJNA345383,Saccharomyces cerevisiae,SRR4343389,TRUE
GSE87614,PRJNA345383,Saccharomyces cerevisiae,SRR4343397,TRUE
GSE87614,PRJNA345383,Saccharomyces cerevisiae,SRR4343398,TRUE
GSE87614,PRJNA345383,Saccharomyces cerevisiae,SRR4343399,TRUE
GSE87614,PRJNA345383,Saccharomyces cerevisiae,SRR4343405,TRUE
GSE87614,PRJNA345383,Saccharomyces cerevisiae,SRR4343406,TRUE
GSE87614,PRJNA345383,Saccharomyces cerevisiae,SRR4343407,TRUE
GSE85944,PRJNA339793,Saccharomyces cerevisiae,SRR4050168,TRUE
GSE85944,PRJNA339793,Saccharomyces cerevisiae,SRR4050170,TRUE
GSE85944,PRJNA339793,Saccharomyces cerevisiae,SRR4050171,TRUE
GSE85944,PRJNA339793,Saccharomyces cerevisiae,SRR4050178,TRUE
GSE85944,PRJNA339793,Saccharomyces cerevisiae,SRR4050179,TRUE
GSE85944,PRJNA339793,Saccharomyces cerevisiae,SRR4050180,TRUE
PRJNA245106,PRJNA245106,Saccharomyces cerevisiae,SRR1258539,TRUE
PRJNA245106,PRJNA245106,Saccharomyces cerevisiae,SRR1258540,TRUE
PRJNA245106,PRJNA245106,Saccharomyces cerevisiae,SRR1258541,TRUE
PRJNA245106,PRJNA245106,Saccharomyces cerevisiae,SRR1258542,TRUE
PRJNA245106,PRJNA245106,Saccharomyces cerevisiae,SRR1258543,TRUE
PRJNA245106,PRJNA245106,Saccharomyces cerevisiae,SRR1258544,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590722,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590723,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590724,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590725,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590726,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590727,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590728,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590729,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590730,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590731,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590732,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590733,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590734,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590735,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590736,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590737,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590738,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590739,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590740,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590741,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590742,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590743,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590744,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590745,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590746,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590747,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590748,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590749,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590750,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590751,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590752,TRUE
GSE81932,PRJNA323467,Saccharomyces cerevisiae,SRR3590753,TRUE
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296795,TRUE
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296796,TRUE
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296797,TRUE
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296798,TRUE
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296799,TRUE
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296800,TRUE
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296801,TRUE
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296802,TRUE
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296803,TRUE
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296804,TRUE
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296805,TRUE
GSE79622,PRJNA316463,Saccharomyces cerevisiae,SRR3296806,TRUE
PRJNA289465,PRJNA289465,Saccharomyces cerevisiae,SRR2095052,TRUE
PRJNA289465,PRJNA289465,Saccharomyces cerevisiae,SRR2095059,TRUE
PRJNA289465,PRJNA289465,Saccharomyces cerevisiae,SRR2095064,TRUE
GSE41246,PRJNA176310,Mus musculus,SRR578265,TRUE
GSE41246,PRJNA176310,Mus musculus,SRR578267,TRUE
GSE80156,PRJNA318051,Mus musculus,SRR3356524,TRUE
GSE74683,PRJNA301154,Mus musculus,SRR2927426,TRUE
GSE74683,PRJNA301154,Mus musculus,SRR2927427,TRUE
GSE74683,PRJNA301154,Mus musculus,SRR2927428,TRUE
GSE74683,PRJNA301154,Mus musculus,SRR2927429,TRUE
GSE74139,PRJNA299160,Mus musculus,SRR2724708,TRUE
GSE74139,PRJNA299160,Mus musculus,SRR2724709,TRUE
GSE74139,PRJNA299160,Mus musculus,SRR2724710,TRUE
GSE74139,PRJNA299160,Mus musculus,SRR2724711,TRUE
GSE74139,PRJNA299160,Mus musculus,SRR2724712,TRUE
GSE74139,PRJNA299160,Mus musculus,SRR2724713,TRUE
GSE74139,PRJNA299160,Mus musculus,SRR2724714,TRUE
GSE74139,PRJNA299160,Mus musculus,SRR2724715,TRUE
GSE74139,PRJNA299160,Mus musculus,SRR2724716,TRUE
GSE74139,PRJNA299160,Mus musculus,SRR2724717,TRUE
GSE74139,PRJNA299160,Mus musculus,SRR2724718,TRUE
